15;0;火柴;229;0;0;-1;點火後應該會非常溫暖。;
15;1;感想筆記;209;0;0;-1;前面的書頁上已經寫滿了其他人的感性筆記。;
15;2;基爾特公會獎;204;0;0;-1;為了創建公會，必須聚集基爾特。;
15;3;醬肉;166;200;1;-1;充滿誠意製作而成的醬肉。香氣撲鼻。;
15;4;北極玫瑰;205;300;1;-1;在商店銷售的話，價格非常昂貴。;
15;5;羅達蛙卵;249;1000;1;-1;前腿瘦~後腿瘦~想到了這首兒歌。;
15;6;刺姆卡的毒針;269;300;1;-1;看起來非常尖細的毒針。;
15;7;濕姆卡的毒針;270;300;1;-1;又尖又細的毒針。;
15;8;巨大傑勒比結晶;271;50;1;-1;波利說非常好，不知道怎麼用呢…;
15;9;哥布林假面;257;10;1;-1;不要想著用…可能會有哥布林的詛咒;
15;10;黃金便當;393;0;0;-1;用黃金做成的非常輕的便當(搜索);
15;11;瘋兔守衛的飾品;394;0;0;-1;被這個飾品打到的話，我好像也會被操縱(搜索);
15;12;藍瘋兔的纹章;395;0;0;-1;能夠感受到強烈魔力的紋樣(搜索);
15;13;失竊的短劍;396;0;0;-1;不知是誰偷走了打開事情真相的短劍。(搜索);
15;14;大腳的腳趾;397;0;0;-1;大腳們喜歡用腳趾拍地，令腳受傷。(搜索);
15;15;秘密文件;398;0;0;-1;獸人們攜帶的文書，不過不知道是什麼文字。(搜索);
15;16;透明的黑石;399;0;0;-1;心情很差的黑石。看起來像是被什麼東西填滿了。(搜索);
15;17;惡靈之石;400;0;0;-1;散發出邪惡運氣的石頭，令人感到極大的威脅。(搜索);
15;18;紅鼻子;401;0;0;-1;男孩子喜歡的紅鼻子。(搜索);
15;19;貝耶魯的眼淚;402;0;0;-1;原來貝耶魯總是哭是有原因的。(搜索);
15;20;蓮花藥水;403;0;0;-1;人吃了可能會出大事兒的藥水(搜索);
15;21;補給糧食;404;0;0;-1;被搶走的補給糧食 (搜索);
15;22;蜜蜂社區;405;0;0;-1;到處都是貝爾們喜歡的蜜蜂社區(搜索);
15;23;項圈;406;0;0;-1;馴狼們的項圈，項圈末端寫著獸人的記號。(搜索);
15;24;樹枝;407;0;0;-1;巨木魔像的樹枝是絕好的燃料。(搜索);
15;25;皮毛;408;0;0;-1;用北極熊王的皮毛製作的堅實皮草，用途廣泛多樣。(搜索);
15;26;神仙草;409;0;0;-1;聽說吃神仙草根部可以長生不老，但看起來不像是真的。(搜索);
15;27;麵包屑;410;0;0;-1;獸人們吃剩的麵包屑(搜索);
15;28;巨蠍尾巴;411;0;0;-1;集中了蠍子的強烈毒針。看起來尾巴上還有毒性。(搜索);
15;29;鐵斧;412;0;0;-1;頭腦簡單的獸人們使用的鋼鐵斧頭，能夠輕鬆劈開鐵質甲衣。(搜索);
15;30;魔像的粉末;413;0;0;-1;魔像的粉末在煉制武器時可用作混合劑。(搜索);
15;31;彈性繃帶;482;0;0;-1;受傷時使用的結實耐用的繃帶（任務）;
15;32;鬼娃樹之涙;483;0;0;-1;鬼娃樹之涙，使用在許多實驗中。（任務）;
